Date,Hour,Minute,Lat,Lon,Base
04.12.2014,6,35,40.7747,-73.9654,B02512
04.12.2014,6,38,40.7905,-73.9722,B02512
04.12.2014,6,41,40.7129,-74.0349,B02512
04.12.2014,6,52,40.7487,-73.987,B02512
04.12.2014,6,55,40.7655,-73.9757,B02512
04.12.2014,7,02,40.7076,-74.0025,B02512
04.12.2014,7,10,40.7099,-74.0137,B02512
04.12.2014,7,15,40.7541,-74.0326,B02512
04.12.2014,7,16,40.7648,-73.9608,B02512
04.12.2014,7,17,40.7869,-73.9554,B02512
04.12.2014,7,27,40.7802,-73.9611,B02512
04.12.2014,7,27,40.7782,-73.9525,B02512
04.12.2014,7,33,40.6881,-74.1832,B02512
04.12.2014,7,35,40.764,-73.9784,B02512
04.12.2014,7,39,40.7745,-73.9639,B02512
04.12.2014,7,46,40.7297,-73.9914,B02512
04.12.2014,7,55,40.7464,-73.9913,B02512
04.12.2014,7,56,40.766,-73.9617,B02512
04.12.2014,8,09,40.7742,-73.9632,B02512
04.12.2014,8,11,40.7629,-73.9694,B02512
04.12.2014,8,14,40.7427,-73.9948,B02512
04.12.2014,8,17,40.7657,-73.9783,B02512
04.12.2014,8,20,40.7309,-74.0054,B02512
04.12.2014,8,21,40.7485,-73.9904,B02512
04.12.2014,8,33,40.7613,-73.9659,B02512
04.12.2014,8,34,40.673,-73.953,B02512
04.12.2014,8,38,40.7683,-73.9849,B02512
04.12.2014,8,40,40.7417,-73.9992,B02512
04.12.2014,8,43,40.7399,-73.9813,B02512
04.12.2014,8,43,40.7649,-73.9581,B02512
04.12.2014,8,53,40.7223,-73.9838,B02512
04.12.2014,9,01,40.7508,-74.0257,B02512
04.12.2014,9,02,40.7807,-73.9562,B02512
04.12.2014,9,05,40.7917,-73.9786,B02512
04.12.2014,9,05,40.771,-73.866,B02512
04.12.2014,9,08,40.7799,-73.9605,B02512
04.12.2014,9,15,40.7429,-73.9541,B02512
04.12.2014,9,15,40.7373,-73.7768,B02512
04.12.2014,9,27,40.7375,-73.9918,B02512
04.12.2014,9,27,40.7649,-73.9667,B02512
04.12.2014,9,30,40.7571,-73.9894,B02512
04.12.2014,9,31,40.6611,-73.9154,B02512
04.12.2014,9,35,40.7581,-73.8447,B02512
04.12.2014,9,38,40.8013,-73.9636,B02512
04.12.2014,9,39,40.7519,-73.9774,B02512
04.12.2014,9,40,40.7815,-73.9526,B02512
04.12.2014,9,41,40.7397,-74.0283,B02512
04.12.2014,9,49,40.7305,-74.0091,B02512
04.12.2014,9,50,40.7219,-73.958,B02512
04.12.2014,9,53,40.7169,-74.0048,B02512
04.12.2014,9,55,40.7459,-73.9981,B02512
04.12.2014,9,55,40.7635,-73.9809,B02512
04.12.2014,9,58,40.7511,-74.0287,B02512
04.12.2014,10,04,40.7522,-73.9937,B02512
04.12.2014,10,06,40.7471,-73.7662,B02512
04.12.2014,10,06,40.7788,-73.9822,B02512
04.12.2014,10,06,40.7288,-73.9847,B02512
04.12.2014,10,09,40.7144,-73.9517,B02512
04.12.2014,10,12,40.7284,-74,B02512
04.12.2014,10,14,40.7781,-73.9209,B02512
04.12.2014,10,16,40.7663,-73.9685,B02512
04.12.2014,10,16,40.7794,-73.9771,B02512
04.12.2014,10,18,40.7242,-73.998,B02512
04.12.2014,10,19,40.7314,-73.9749,B02512
04.12.2014,10,20,40.7439,-74.0063,B02512
04.12.2014,10,20,40.7542,-73.9922,B02512
04.12.2014,10,32,40.7585,-73.9896,B02512
04.12.2014,10,35,40.7615,-73.9827,B02512
04.12.2014,10,40,40.764,-73.994,B02512
04.12.2014,10,40,40.7407,-74.0077,B02512
04.12.2014,10,41,40.7719,-73.9596,B02512
04.12.2014,10,42,40.7469,-73.9227,B02512
04.12.2014,10,43,40.7843,-73.971,B02512
04.12.2014,10,43,40.5981,-74.277,B02512
04.12.2014,10,44,40.7646,-73.9818,B02512
04.12.2014,10,46,40.7312,-74.01,B02512
04.12.2014,10,48,40.7653,-73.9755,B02512
04.12.2014,10,50,40.7493,-73.9923,B02512
04.12.2014,10,51,40.7825,-73.9769,B02512
04.12.2014,10,52,40.7517,-73.9767,B02512
04.12.2014,10,53,40.7993,-73.9686,B02512
04.12.2014,10,53,40.7676,-74.0604,B02512
04.12.2014,10,53,40.7676,-74.0604,B02512
04.12.2014,10,56,40.7624,-73.9768,B02512
04.12.2014,10,59,40.9924,-73.9904,B02512
04.12.2014,11,00,40.7153,-74.0131,B02512
04.12.2014,11,01,40.7407,-74.0078,B02512
04.12.2014,11,01,40.7672,-73.9839,B02512
04.12.2014,11,04,40.7505,-73.9945,B02512
04.12.2014,11,05,40.7698,-73.9576,B02512
04.12.2014,11,07,40.6794,-73.9441,B02512
04.12.2014,11,08,40.7917,-73.9781,B02512
04.12.2014,11,10,40.7751,-73.9634,B02512
04.12.2014,11,14,40.7687,-73.9868,B02512
04.12.2014,11,14,40.7583,-73.992,B02512
04.12.2014,11,15,40.7212,-74.0333,B02512
04.12.2014,11,15,40.7212,-74.0333,B02512
04.12.2014,11,15,40.7649,-73.9823,B02512
04.12.2014,11,19,40.7464,-73.9813,B02512
04.12.2014,11,20,40.7236,-74.0111,B02512
04.12.2014,11,23,40.7499,-74.0279,B02512
04.12.2014,11,25,40.7802,-73.9553,B02512
04.12.2014,11,28,40.7748,-73.9627,B02512
04.12.2014,11,28,40.7455,-74.0011,B02512
04.12.2014,11,34,40.7913,-73.9738,B02512
04.12.2014,11,35,40.7132,-74.0045,B02512
04.12.2014,11,36,40.7766,-73.9829,B02512
04.12.2014,11,37,40.6903,-73.7622,B02512
04.12.2014,11,38,40.7681,-73.9824,B02512
04.12.2014,11,42,40.7927,-73.9694,B02512
04.12.2014,11,43,40.7663,-73.9868,B02512
04.12.2014,11,45,40.7176,-73.9504,B02512
04.12.2014,11,46,40.7421,-73.991,B02512
04.12.2014,11,46,40.7503,-73.9834,B02512
04.12.2014,11,47,40.7686,-73.996,B02512
04.12.2014,11,53,40.6953,-74.179,B02512
04.12.2014,11,57,40.7617,-73.9747,B02512
04.12.2014,12,00,40.7168,-73.9622,B02512
04.12.2014,12,01,40.7704,-73.9621,B02512
04.12.2014,12,05,40.758,-73.8447,B02512
04.12.2014,12,05,40.7457,-74.0056,B02512
04.12.2014,12,05,40.7457,-74.0056,B02512
04.12.2014,12,07,40.7052,-74.008,B02512
04.12.2014,12,08,40.7426,-73.9155,B02512
04.12.2014,12,08,40.7919,-73.1936,B02512
04.12.2014,12,08,40.7274,-73.9906,B02512
04.12.2014,12,08,40.7639,-73.9733,B02512
04.12.2014,12,11,40.7708,-73.9546,B02512
04.12.2014,12,11,40.7686,-73.8627,B02512
04.12.2014,12,11,40.7686,-73.8627,B02512
04.12.2014,12,12,40.772,-73.956,B02512
04.12.2014,12,17,40.7257,-74.0055,B02512
04.12.2014,12,18,40.7817,-73.948,B02512
04.12.2014,12,19,40.738,-74.0316,B02512
04.12.2014,12,22,40.7904,-73.954,B02512
04.12.2014,12,22,40.7656,-73.9806,B02512
04.12.2014,12,22,40.7543,-73.9721,B02512
04.12.2014,12,24,40.7359,-73.9912,B02512
04.12.2014,12,24,40.7308,-73.8714,B02512
04.12.2014,12,26,40.7748,-73.9901,B02512
04.12.2014,12,28,40.7406,-73.9789,B02512
04.12.2014,12,31,40.5976,-73.9511,B02512
04.12.2014,12,32,40.7191,-74.0048,B02512
04.12.2014,12,33,40.8346,-73.9403,B02512
04.12.2014,12,42,40.7375,-73.9991,B02512
04.12.2014,12,43,40.7698,-73.9509,B02512
04.12.2014,12,43,40.7445,-73.957,B02512
04.12.2014,12,46,40.7502,-73.9776,B02512
04.12.2014,12,49,40.7461,-73.9941,B02512
04.12.2014,12,50,40.7129,-74.01,B02512
04.12.2014,12,53,40.7453,-74.0058,B02512
04.12.2014,12,53,40.7416,-73.9956,B02512
04.12.2014,12,53,40.7606,-73.9723,B02512
04.12.2014,12,54,40.7417,-73.9491,B02512
04.12.2014,12,56,40.6915,-74.1771,B02512
04.12.2014,12,56,41.0433,-74.0794,B02512
04.12.2014,12,59,40.735,-73.9892,B02512
04.12.2014,13,03,40.8457,-73.8589,B02512
04.12.2014,13,03,40.7616,-74.0004,B02512
04.12.2014,13,03,40.7755,-73.9621,B02512
04.12.2014,13,06,40.7316,-73.9182,B02512
04.12.2014,13,06,40.6758,-73.9633,B02512
04.12.2014,13,06,40.6758,-73.9633,B02512
04.12.2014,13,07,40.7452,-73.9325,B02512
04.12.2014,13,10,40.7353,-74.0049,B02512
04.12.2014,13,11,40.7568,-73.983,B02512
04.12.2014,13,14,40.7862,-73.9694,B02512
04.12.2014,13,14,40.7258,-74.0057,B02512
04.12.2014,13,17,40.6686,-73.8157,B02512
04.12.2014,13,18,40.732,-74.0029,B02512
04.12.2014,13,21,40.6889,-73.9851,B02512
04.12.2014,13,24,40.7856,-73.9719,B02512
04.12.2014,13,27,40.7734,-73.9619,B02512
04.12.2014,13,30,40.7667,-73.9786,B02512
04.12.2014,13,30,40.7369,-73.9886,B02512
04.12.2014,13,31,40.7516,-73.9822,B02512
04.12.2014,13,33,40.7672,-73.9643,B02512
04.12.2014,13,35,40.7453,-74.0022,B02512
04.12.2014,13,35,40.7459,-73.9569,B02512
04.12.2014,13,38,40.7258,-73.9997,B02512
04.12.2014,13,39,40.7334,-74.0036,B02512
04.12.2014,13,39,40.7732,-73.8856,B02512
04.12.2014,13,46,40.7852,-73.9811,B02512
04.12.2014,13,49,40.7839,-73.9705,B02512
04.12.2014,13,50,40.6722,-73.9957,B02512
04.12.2014,13,50,40.6722,-73.9957,B02512
04.12.2014,13,51,40.7231,-74.0041,B02512
04.12.2014,13,56,40.7192,-73.9641,B02512
04.12.2014,13,58,40.7755,-73.9626,B02512
04.12.2014,13,59,40.776,-73.9615,B02512
04.12.2014,14,00,40.8252,-74.1947,B02512
04.12.2014,14,06,40.7656,-73.9796,B02512
04.12.2014,14,06,40.7126,-74.0089,B02512
04.12.2014,14,09,40.7476,-74.0296,B02512
04.12.2014,14,09,40.7476,-74.0296,B02512
04.12.2014,14,10,40.7141,-73.9896,B02512
04.12.2014,14,12,40.7743,-73.9633,B02512
04.12.2014,14,12,40.7192,-73.9983,B02512
04.12.2014,14,13,40.7252,-73.9981,B02512
04.12.2014,14,13,40.8265,-73.9507,B02512
04.12.2014,14,13,40.7367,-74.0038,B02512
04.12.2014,14,13,40.7286,-74.0111,B02512
04.12.2014,14,16,40.7112,-74.0115,B02512
04.12.2014,14,17,40.7449,-73.9346,B02512
04.12.2014,14,17,40.7461,-73.988,B02512
04.12.2014,14,19,40.7418,-74.2223,B02512
04.12.2014,14,20,40.7223,-73.997,B02512
04.12.2014,14,21,40.7423,-74.0044,B02512
04.12.2014,14,21,40.7095,-74.0808,B02512
04.12.2014,14,21,40.7095,-74.0808,B02512
04.12.2014,14,23,40.7346,-73.9998,B02512
04.12.2014,14,23,40.7712,-73.9679,B02512
04.12.2014,14,25,40.771,-73.9515,B02512
04.12.2014,14,25,40.7533,-74.0269,B02512
04.12.2014,14,25,40.7711,-73.8666,B02512
04.12.2014,14,30,40.7219,-74.0099,B02512
04.12.2014,14,30,40.7032,-73.9942,B02512
04.12.2014,14,31,40.6465,-73.7898,B02512
04.12.2014,14,32,40.6666,-73.9774,B02512
04.12.2014,14,33,40.6692,-73.8636,B02512
04.12.2014,14,33,40.7455,-73.9768,B02512
04.12.2014,14,34,40.7641,-73.9735,B02512
04.12.2014,14,36,40.693,-73.9738,B02512
04.12.2014,14,38,40.6431,-73.7895,B02512
04.12.2014,14,39,40.7317,-73.9966,B02512
04.12.2014,14,39,40.7193,-73.9995,B02512
04.12.2014,14,42,40.7913,-73.9754,B02512
04.12.2014,14,44,40.7647,-73.9705,B02512
04.12.2014,14,45,40.7762,-73.9622,B02512
04.12.2014,14,46,40.7065,-74.0145,B02512
04.12.2014,14,48,40.6993,-73.9942,B02512
04.12.2014,14,48,40.7246,-74.0021,B02512
04.12.2014,14,48,40.7699,-73.9614,B02512
04.12.2014,14,52,40.7589,-73.9722,B02512
04.12.2014,14,52,40.7589,-73.9722,B02512
04.12.2014,14,54,40.6852,-73.9774,B02512
04.12.2014,14,54,40.8815,-73.8825,B02512
04.12.2014,14,55,40.7154,-74.0116,B02512
04.12.2014,14,56,40.7503,-73.9947,B02512
04.12.2014,14,56,40.7843,-73.983,B02512
04.12.2014,14,58,40.7393,-73.995,B02512
04.12.2014,14,58,40.8254,-74.2239,B02512
04.12.2014,15,00,40.7344,-74.0023,B02512
04.12.2014,15,00,40.7625,-73.9689,B02512
04.12.2014,15,03,40.7364,-73.9975,B02512
04.12.2014,15,04,40.7628,-73.9684,B02512
04.12.2014,15,05,40.7664,-73.9518,B02512
04.12.2014,15,07,40.7336,-73.9975,B02512
04.12.2014,15,07,40.7425,-73.985,B02512
04.12.2014,15,08,40.7515,-74.0077,B02512
04.12.2014,15,09,40.8272,-73.9251,B02512
04.12.2014,15,09,40.7779,-73.9615,B02512
04.12.2014,15,12,40.7346,-73.9888,B02512
04.12.2014,15,12,40.7669,-73.9865,B02512
04.12.2014,15,12,40.7655,-73.9806,B02512
04.12.2014,15,13,40.7168,-73.9937,B02512
04.12.2014,15,13,40.7175,-73.9839,B02512
04.12.2014,15,13,40.7175,-73.9839,B02512
04.12.2014,15,18,40.7329,-73.9837,B02512
04.12.2014,15,18,40.7388,-73.9999,B02512
04.12.2014,15,19,40.8288,-73.9727,B02512
04.12.2014,15,19,40.7091,-74.007,B02512
04.12.2014,15,20,40.8271,-73.9228,B02512
04.12.2014,15,21,40.7267,-73.9993,B02512
04.12.2014,15,21,40.7353,-73.9983,B02512
04.12.2014,15,21,40.8244,-73.8832,B02512
04.12.2014,15,21,40.7298,-73.5452,B02512
04.12.2014,15,22,40.7292,-73.9855,B02512
04.12.2014,15,26,40.7139,-74.0413,B02512
04.12.2014,15,27,40.7412,-74.0297,B02512
04.12.2014,15,27,40.7412,-74.0297,B02512
04.12.2014,15,29,40.7618,-73.9844,B02512
04.12.2014,15,31,40.7763,-73.9621,B02512
04.12.2014,15,34,40.7288,-74.0027,B02512
04.12.2014,15,34,40.7633,-73.9741,B02512
04.12.2014,15,35,40.7268,-73.9998,B02512
04.12.2014,15,35,40.7231,-74.005,B02512
04.12.2014,15,36,40.7711,-73.9833,B02512
04.12.2014,15,36,40.723,-74.0051,B02512
04.12.2014,15,38,40.7692,-73.9692,B02512
04.12.2014,15,38,40.7462,-73.9909,B02512
04.12.2014,15,41,40.7183,-73.9884,B02512
04.12.2014,15,42,40.7422,-73.985,B02512
04.12.2014,15,43,40.7743,-73.9651,B02512
04.12.2014,15,43,40.7639,-73.9796,B02512
04.12.2014,15,44,40.7592,-73.9702,B02512
04.12.2014,15,44,40.7482,-73.9894,B02512
04.12.2014,15,47,40.7478,-74.0044,B02512
04.12.2014,15,47,40.742,-73.9942,B02512
04.12.2014,15,47,40.733,-73.9751,B02512
04.12.2014,15,49,40.7797,-73.9601,B02512
04.12.2014,15,49,40.7414,-73.995,B02512
04.12.2014,15,51,40.6669,-73.8066,B02512
04.12.2014,15,52,40.8278,-73.9248,B02512
04.12.2014,15,52,40.7203,-73.9632,B02512
04.12.2014,15,54,40.7796,-73.9597,B02512
04.12.2014,15,54,40.7593,-73.9945,B02512
04.12.2014,15,54,40.8323,-73.9257,B02512
04.12.2014,15,54,40.7744,-73.9543,B02512
04.12.2014,15,57,40.7589,-73.9612,B02512
04.12.2014,15,58,40.7014,-73.9292,B02512
04.12.2014,15,59,40.7859,-73.969,B02512
04.12.2014,15,59,40.7215,-73.9979,B02512
04.12.2014,16,00,40.7667,-73.9867,B02512
04.12.2014,16,01,40.7251,-73.9996,B02512
04.12.2014,16,02,40.7605,-73.9715,B02512
04.12.2014,16,02,40.758,-73.9875,B02512
04.12.2014,16,05,40.6806,-73.9839,B02512
04.12.2014,16,05,40.7792,-73.9559,B02512
04.12.2014,16,06,40.7308,-73.9889,B02512
04.12.2014,16,10,40.738,-73.9976,B02512
04.12.2014,16,11,40.762,-73.9675,B02512
04.12.2014,16,12,40.7594,-73.9768,B02512
04.12.2014,16,12,40.7762,-73.98,B02512
04.12.2014,16,13,40.7584,-73.9777,B02512
04.12.2014,16,16,40.7695,-73.9671,B02512
04.12.2014,16,17,40.7613,-73.9603,B02512
04.12.2014,16,17,40.7608,-73.9755,B02512
04.12.2014,16,17,40.7545,-74.0261,B02512
04.12.2014,16,17,40.7215,-73.9928,B02512
04.12.2014,16,18,40.7629,-73.9931,B02512
04.12.2014,16,18,40.7203,-73.9882,B02512
04.12.2014,16,19,40.7405,-73.9894,B02512
04.12.2014,16,19,40.7768,-73.948,B02512
04.12.2014,16,19,40.7563,-73.9731,B02512
04.12.2014,16,19,40.8036,-73.9522,B02512
04.12.2014,16,21,40.7572,-73.9821,B02512
04.12.2014,16,22,40.7425,-74.0047,B02512
04.12.2014,16,22,40.7273,-73.9997,B02512
04.12.2014,16,22,40.7256,-74.0056,B02512
04.12.2014,16,24,40.7639,-73.976,B02512
04.12.2014,16,24,40.7497,-73.9773,B02512
04.12.2014,16,25,40.7657,-73.9874,B02512
04.12.2014,16,25,40.7229,-73.9989,B02512
04.12.2014,16,26,40.7406,-74.0021,B02512
04.12.2014,16,27,40.7037,-73.9895,B02512
04.12.2014,16,27,40.7325,-74.0034,B02512
04.12.2014,16,27,40.7788,-73.9598,B02512
04.12.2014,16,28,40.7273,-73.9844,B02512
04.12.2014,16,29,40.7223,-74.0036,B02512
04.12.2014,16,29,40.7614,-73.9751,B02512
04.12.2014,16,31,40.6449,-73.7819,B02512
04.12.2014,16,32,40.7583,-73.975,B02512
04.12.2014,16,32,40.769,-73.9812,B02512
04.12.2014,16,33,40.7462,-74.0079,B02512
04.12.2014,16,34,40.7292,-74.0026,B02512
04.12.2014,16,35,40.7093,-74.0149,B02512
04.12.2014,16,35,40.7297,-73.9932,B02512
04.12.2014,16,36,40.727,-74.0461,B02512
04.12.2014,16,36,40.7283,-74.0053,B02512
04.12.2014,16,37,40.7415,-74.0065,B02512
04.12.2014,16,39,40.6996,-73.9534,B02512
04.12.2014,16,39,40.8284,-73.413,B02512
04.12.2014,16,39,40.7209,-73.9582,B02512
04.12.2014,16,41,40.7221,-74.0029,B02512
04.12.2014,16,42,40.7644,-73.9772,B02512
04.12.2014,16,43,40.6913,-73.9596,B02512
04.12.2014,16,44,40.742,-74.0046,B02512
04.12.2014,16,44,40.7637,-73.9639,B02512
04.12.2014,16,44,40.7354,-73.9746,B02512
04.12.2014,16,45,40.7465,-74.027,B02512
04.12.2014,16,45,40.7465,-74.027,B02512
04.12.2014,16,48,40.7046,-73.8603,B02512
04.12.2014,16,49,40.7564,-73.9895,B02512
04.12.2014,16,49,40.755,-73.9714,B02512
04.12.2014,16,49,40.7838,-73.9547,B02512
04.12.2014,16,50,40.7792,-73.9548,B02512
04.12.2014,16,51,40.7401,-73.9921,B02512
04.12.2014,16,51,40.7749,-73.9566,B02512
04.12.2014,16,51,40.7692,-73.9813,B02512
04.12.2014,16,51,40.7432,-74.0067,B02512
04.12.2014,16,54,40.719,-73.9964,B02512
04.12.2014,16,55,40.7465,-73.9856,B02512
04.12.2014,16,55,40.7319,-73.9995,B02512
04.12.2014,16,55,40.7443,-74.0297,B02512
04.12.2014,16,55,40.7443,-74.0297,B02512
04.12.2014,16,57,40.7661,-73.9641,B02512
04.12.2014,16,58,40.716,-74.007,B02512
04.12.2014,17,00,40.7702,-73.9624,B02512
04.12.2014,17,00,40.7592,-73.985,B02512
04.12.2014,17,01,40.7443,-73.9937,B02512
04.12.2014,17,01,40.6621,-74.0949,B02512
04.12.2014,17,02,40.7323,-74.0077,B02512
04.12.2014,17,04,40.7255,-73.9965,B02512
04.12.2014,17,04,40.7746,-73.9599,B02512
04.12.2014,17,05,40.7637,-73.9711,B02512
04.12.2014,17,06,40.7588,-73.9893,B02512
04.12.2014,17,06,40.7436,-73.9246,B02512
04.12.2014,17,09,40.8023,-73.9504,B02512
04.12.2014,17,11,40.7045,-74.0072,B02512
04.12.2014,17,11,40.7784,-73.9544,B02512
04.12.2014,17,13,40.7672,-73.9936,B02512
04.12.2014,17,13,40.7746,-73.9639,B02512
04.12.2014,17,14,40.759,-73.9609,B02512
04.12.2014,17,14,40.7381,-73.9889,B02512
04.12.2014,17,14,40.7413,-74.0022,B02512
04.12.2014,17,14,40.7411,-74.0058,B02512
04.12.2014,17,14,40.7361,-74.0405,B02512
04.12.2014,17,14,40.7512,-73.994,B02512
04.12.2014,17,15,40.7626,-73.9758,B02512
04.12.2014,17,15,40.7644,-73.9773,B02512
04.12.2014,17,18,40.8691,-73.9221,B02512
04.12.2014,17,20,40.7266,-73.9942,B02512
04.12.2014,17,21,40.6812,-73.9652,B02512
04.12.2014,17,21,40.7743,-73.981,B02512
04.12.2014,17,23,40.769,-73.9861,B02512
04.12.2014,17,24,40.7223,-73.9984,B02512
04.12.2014,17,25,40.7176,-73.9588,B02512
04.12.2014,17,26,40.7199,-74.0085,B02512
04.12.2014,17,28,40.9182,-74.0777,B02512
04.12.2014,17,29,40.786,-73.9762,B02512
04.12.2014,17,30,40.767,-74.0296,B02512
04.12.2014,17,30,40.7471,-73.9899,B02512
04.12.2014,17,32,40.766,-73.9792,B02512
04.12.2014,17,32,40.7257,-74.009,B02512
04.12.2014,17,32,40.7684,-73.8624,B02512
04.12.2014,17,32,40.7638,-73.9638,B02512
04.12.2014,17,32,40.7704,-73.962,B02512
04.12.2014,17,33,40.7703,-73.9553,B02512
04.12.2014,17,37,40.9025,-73.9526,B02512
04.12.2014,17,37,40.7652,-73.9825,B02512
04.12.2014,17,38,40.7192,-73.9615,B02512
04.12.2014,17,39,40.7062,-74.0179,B02512
