Date,Hour,Minute,Lat,Lon,Base
04.12.2014,19,08,40.7742,-73.9552,B02598
04.12.2014,19,08,40.7188,-74.0104,B02598
04.12.2014,19,08,40.7309,-74.0028,B02598
04.12.2014,19,08,40.6698,-73.9893,B02598
04.12.2014,19,08,40.7278,-73.9911,B02598
04.12.2014,19,08,40.783,-73.9846,B02598
04.12.2014,19,08,40.741,-74.0081,B02598
04.12.2014,19,08,40.7649,-73.9648,B02598
04.12.2014,19,08,40.9047,-73.8984,B02598
04.12.2014,19,08,40.7235,-74.0029,B02598
04.12.2014,19,08,40.7875,-73.9685,B02598
04.12.2014,19,08,40.7031,-74.011,B02598
04.12.2014,19,09,40.7673,-73.9845,B02598
04.12.2014,19,09,40.7442,-73.9148,B02598
04.12.2014,19,09,40.7261,-73.9981,B02598
04.12.2014,19,09,40.6671,-73.9767,B02598
04.12.2014,19,09,40.6979,-73.933,B02598
04.12.2014,19,09,40.7358,-73.9817,B02598
04.12.2014,19,10,40.8281,-73.9258,B02598
04.12.2014,19,10,40.715,-74.0117,B02598
04.12.2014,19,10,40.7499,-73.9781,B02598
04.12.2014,19,10,40.7379,-74.0333,B02598
04.12.2014,19,10,40.7214,-73.9927,B02598
04.12.2014,19,10,40.7778,-73.9487,B02598
04.12.2014,19,10,40.7157,-74.0041,B02598
04.12.2014,19,10,40.7356,-73.9981,B02598
04.12.2014,19,10,40.7404,-73.982,B02598
04.12.2014,19,10,40.7556,-73.973,B02598
04.12.2014,19,11,40.7385,-73.9834,B02598
04.12.2014,19,11,40.6449,-73.7823,B02598
04.12.2014,19,11,40.7824,-73.9753,B02598
04.12.2014,19,11,40.7612,-73.9755,B02598
04.12.2014,19,11,40.6143,-73.948,B02598
04.12.2014,19,11,40.7166,-74.0146,B02598
04.12.2014,19,11,40.7208,-74.0406,B02598
04.12.2014,19,11,40.72,-74.0429,B02598
04.12.2014,19,12,40.8051,-73.9388,B02598
04.12.2014,19,12,40.7577,-73.9721,B02598
04.12.2014,19,12,40.7189,-74.011,B02598
04.12.2014,19,13,40.7484,-73.9787,B02598
04.12.2014,19,13,40.7074,-74.012,B02598
04.12.2014,19,13,40.6614,-73.8049,B02598
04.12.2014,19,13,40.7486,-73.9871,B02598
04.12.2014,19,13,40.7692,-73.983,B02598
04.12.2014,19,13,40.7588,-73.9729,B02598
04.12.2014,19,13,40.7984,-73.9489,B02598
04.12.2014,19,13,40.7484,-73.9784,B02598
04.12.2014,19,13,40.7606,-73.9898,B02598
04.12.2014,19,13,40.7437,-73.985,B02598
04.12.2014,19,13,40.7177,-74.0024,B02598
04.12.2014,19,14,40.759,-73.9855,B02598
04.12.2014,19,14,40.7612,-73.9678,B02598
04.12.2014,19,14,40.7672,-73.955,B02598
04.12.2014,19,14,40.7545,-73.9687,B02598
04.12.2014,19,14,40.7383,-73.9931,B02598
04.12.2014,19,14,40.8089,-73.9424,B02598
04.12.2014,19,15,40.7054,-74.0078,B02598
04.12.2014,19,15,40.7226,-73.9889,B02598
04.12.2014,19,15,40.7356,-73.8808,B02598
04.12.2014,19,15,40.7424,-73.9889,B02598
04.12.2014,19,15,40.7424,-73.9889,B02598
04.12.2014,19,15,40.7748,-73.9903,B02598
04.12.2014,19,15,40.7634,-73.9886,B02598
04.12.2014,19,15,40.7634,-73.9886,B02598
04.12.2014,19,15,40.7212,-74.0016,B02598
04.12.2014,19,15,40.7704,-73.9912,B02598
04.12.2014,19,15,40.6815,-73.9576,B02598
04.12.2014,19,15,40.784,-73.9744,B02598
04.12.2014,19,15,40.6676,-73.99,B02598
04.12.2014,19,16,40.6904,-73.9921,B02598
04.12.2014,19,16,40.809,-73.9644,B02598
04.12.2014,19,16,40.8552,-73.8871,B02598
04.12.2014,19,16,40.7339,-74.0063,B02598
04.12.2014,19,16,40.727,-73.9969,B02598
04.12.2014,19,17,40.6448,-73.7826,B02598
04.12.2014,19,17,40.8613,-73.8975,B02598
04.12.2014,19,17,40.7756,-73.9789,B02598
04.12.2014,19,17,40.7242,-73.9989,B02598
04.12.2014,19,17,40.7322,-73.9563,B02598
04.12.2014,19,17,40.6764,-73.9868,B02598
04.12.2014,19,17,41.051,-73.542,B02598
04.12.2014,19,17,40.7472,-73.9742,B02598
04.12.2014,19,17,40.7632,-73.9865,B02598
04.12.2014,19,17,40.7145,-73.9914,B02598
04.12.2014,19,18,40.7318,-73.9995,B02598
04.12.2014,19,18,40.7441,-74.0068,B02598
04.12.2014,19,18,40.6743,-73.9755,B02598
04.12.2014,19,18,40.6449,-73.7824,B02598
04.12.2014,19,18,40.7217,-73.9894,B02598
04.12.2014,19,19,40.6752,-74.0167,B02598
04.12.2014,19,19,40.7054,-74.0172,B02598
04.12.2014,19,19,40.7101,-74.0042,B02598
04.12.2014,19,19,40.7126,-73.9658,B02598
04.12.2014,19,19,40.7282,-73.9789,B02598
04.12.2014,19,19,40.7384,-73.9935,B02598
04.12.2014,19,19,40.6855,-73.9955,B02598
04.12.2014,19,19,40.7664,-73.9542,B02598
04.12.2014,19,19,40.6484,-73.7851,B02598
04.12.2014,19,19,40.6978,-73.9061,B02598
04.12.2014,19,19,40.7554,-74.0314,B02598
04.12.2014,19,20,40.6828,-73.956,B02598
04.12.2014,19,20,40.7852,-73.9711,B02598
04.12.2014,19,20,40.738,-74.0082,B02598
04.12.2014,19,20,40.762,-73.962,B02598
04.12.2014,19,20,40.7355,-74.0033,B02598
04.12.2014,19,20,40.6891,-73.9584,B02598
04.12.2014,19,21,40.739,-74.0064,B02598
04.12.2014,19,21,40.756,-73.9631,B02598
04.12.2014,19,21,40.715,-74.016,B02598
04.12.2014,19,21,40.7783,-73.9587,B02598
04.12.2014,19,21,40.7143,-74.0062,B02598
04.12.2014,19,22,40.7237,-73.9914,B02598
04.12.2014,19,22,40.7124,-74.248,B02598
04.12.2014,19,22,40.7156,-74.0064,B02598
04.12.2014,19,22,40.7175,-74.0159,B02598
04.12.2014,19,23,40.7946,-73.9663,B02598
04.12.2014,19,23,40.6448,-73.7824,B02598
04.12.2014,19,23,40.7437,-73.9927,B02598
04.12.2014,19,23,40.7442,-73.9877,B02598
04.12.2014,19,23,40.7087,-74.0009,B02598
04.12.2014,19,23,40.755,-73.984,B02598
04.12.2014,19,24,40.7298,-74.0042,B02598
04.12.2014,19,24,40.7356,-74.0079,B02598
04.12.2014,19,24,40.6901,-73.8454,B02598
04.12.2014,19,24,40.7084,-74.0139,B02598
04.12.2014,19,25,40.7838,-73.9823,B02598
04.12.2014,19,25,40.7337,-73.9994,B02598
04.12.2014,19,25,40.7418,-74.0045,B02598
04.12.2014,19,25,40.6955,-74.1788,B02598
04.12.2014,19,25,40.762,-73.9753,B02598
04.12.2014,19,25,40.7664,-73.9541,B02598
04.12.2014,19,25,40.7297,-73.9986,B02598
04.12.2014,19,26,40.7372,-74.0015,B02598
04.12.2014,19,26,40.7462,-73.9941,B02598
04.12.2014,19,26,40.7086,-73.9582,B02598
04.12.2014,19,26,40.7328,-74.0021,B02598
04.12.2014,19,26,40.6449,-73.7821,B02598
04.12.2014,19,27,40.7435,-73.9818,B02598
04.12.2014,19,27,40.7633,-73.979,B02598
04.12.2014,19,27,40.7304,-73.9937,B02598
04.12.2014,19,27,40.7792,-73.9548,B02598
04.12.2014,19,27,40.7819,-73.9474,B02598
04.12.2014,19,27,40.767,-73.8903,B02598
04.12.2014,19,27,40.7154,-74.0026,B02598
04.12.2014,19,28,40.7152,-74.0103,B02598
04.12.2014,19,28,40.7892,-73.9776,B02598
04.12.2014,19,28,40.8621,-73.8804,B02598
04.12.2014,19,28,40.6431,-73.7884,B02598
04.12.2014,19,28,40.7198,-73.9846,B02598
04.12.2014,19,29,40.6927,-73.9862,B02598
04.12.2014,19,29,40.7937,-73.9735,B02598
04.12.2014,19,29,40.6626,-73.9798,B02598
04.12.2014,19,29,40.752,-74.0253,B02598
04.12.2014,19,29,40.7006,-73.9215,B02598
04.12.2014,19,29,40.7126,-73.9648,B02598
04.12.2014,19,29,40.7756,-73.9604,B02598
04.12.2014,19,29,40.6636,-73.951,B02598
04.12.2014,19,30,40.6918,-73.9716,B02598
04.12.2014,19,30,40.7163,-74.0048,B02598
04.12.2014,19,30,40.6935,-73.9888,B02598
04.12.2014,19,30,40.7849,-73.9566,B02598
04.12.2014,19,30,40.7192,-73.9899,B02598
04.12.2014,19,30,40.7626,-73.9896,B02598
04.12.2014,19,30,40.7199,-74.0058,B02598
04.12.2014,19,31,40.745,-73.9882,B02598
04.12.2014,19,31,40.7256,-74.0055,B02598
04.12.2014,19,31,40.7167,-73.9521,B02598
04.12.2014,19,32,40.7743,-73.9816,B02598
04.12.2014,19,32,40.7073,-74.0039,B02598
04.12.2014,19,32,40.7198,-73.9985,B02598
04.12.2014,19,32,40.7481,-73.9964,B02598
04.12.2014,19,32,40.764,-73.9646,B02598
04.12.2014,19,32,40.7183,-73.9947,B02598
04.12.2014,19,33,40.7708,-73.9619,B02598
04.12.2014,19,33,40.6951,-74.1787,B02598
04.12.2014,19,33,40.7265,-73.9892,B02598
04.12.2014,19,33,40.7494,-73.9829,B02598
04.12.2014,19,34,40.7007,-73.9416,B02598
04.12.2014,19,34,40.7702,-73.9911,B02598
04.12.2014,19,34,40.7456,-73.9886,B02598
04.12.2014,19,35,40.7252,-74.0034,B02598
04.12.2014,19,35,40.7202,-73.9951,B02598
04.12.2014,19,35,40.7174,-74.016,B02598
04.12.2014,19,35,40.8126,-73.9434,B02598
04.12.2014,19,35,40.755,-73.9748,B02598
04.12.2014,19,35,40.7068,-74.0123,B02598
04.12.2014,19,35,40.7798,-73.9764,B02598
04.12.2014,19,35,40.7292,-73.9921,B02598
04.12.2014,19,35,40.7717,-73.9886,B02598
04.12.2014,19,35,40.764,-73.9764,B02598
04.12.2014,19,36,40.7324,-73.9949,B02598
04.12.2014,19,36,40.7795,-73.9838,B02598
04.12.2014,19,36,40.7816,-73.9793,B02598
04.12.2014,19,36,40.7406,-74.0411,B02598
04.12.2014,19,37,40.7809,-73.959,B02598
04.12.2014,19,37,40.7785,-73.9019,B02598
04.12.2014,19,37,40.7236,-73.9893,B02598
04.12.2014,19,37,40.7094,-74.0104,B02598
04.12.2014,19,37,40.7323,-74.0077,B02598
04.12.2014,19,37,40.7406,-73.9815,B02598
04.12.2014,19,37,40.7342,-73.9936,B02598
04.12.2014,19,37,40.5776,-73.9725,B02598
04.12.2014,19,37,40.6889,-73.9144,B02598
04.12.2014,19,37,40.7207,-73.9566,B02598
04.12.2014,19,37,40.7731,-73.9546,B02598
04.12.2014,19,37,40.7096,-74.0082,B02598
04.12.2014,19,37,40.7245,-73.9989,B02598
04.12.2014,19,38,40.7131,-73.9935,B02598
04.12.2014,19,38,40.7951,-73.9709,B02598
04.12.2014,19,38,40.7334,-74.0044,B02598
04.12.2014,19,38,40.7592,-73.9945,B02598
04.12.2014,19,38,40.7136,-74.0086,B02598
04.12.2014,19,38,40.752,-73.9862,B02598
04.12.2014,19,38,40.7693,-73.9534,B02598
04.12.2014,19,38,40.7485,-74.006,B02598
04.12.2014,19,38,40.7291,-74.0052,B02598
04.12.2014,19,38,40.7632,-73.9802,B02598
04.12.2014,19,39,40.7257,-74.0007,B02598
04.12.2014,19,39,40.7407,-74.0077,B02598
04.12.2014,19,39,40.7667,-73.9889,B02598
04.12.2014,19,39,40.7516,-73.9875,B02598
04.12.2014,19,39,40.7211,-74.0103,B02598
04.12.2014,19,40,40.677,-73.9416,B02598
04.12.2014,19,40,40.7236,-74.0108,B02598
04.12.2014,19,40,40.7637,-73.9973,B02598
04.12.2014,19,40,40.7863,-73.9688,B02598
04.12.2014,19,40,40.7519,-74.0265,B02598
04.12.2014,19,40,40.7206,-73.9856,B02598
04.12.2014,19,40,40.7376,-73.9996,B02598
04.12.2014,19,41,40.7237,-74.0026,B02598
04.12.2014,19,41,40.8046,-73.9516,B02598
04.12.2014,19,41,40.7733,-73.9491,B02598
04.12.2014,19,41,40.7363,-74.0076,B02598
04.12.2014,19,42,40.7836,-73.9835,B02598
04.12.2014,19,42,40.7091,-74.0056,B02598
04.12.2014,19,42,40.7565,-73.984,B02598
04.12.2014,19,42,40.7154,-74.0075,B02598
04.12.2014,19,42,40.7629,-73.9841,B02598
04.12.2014,19,42,40.7683,-73.967,B02598
04.12.2014,19,42,40.742,-74.0037,B02598
04.12.2014,19,42,40.7286,-74.0001,B02598
04.12.2014,19,43,40.75,-73.9824,B02598
04.12.2014,19,43,40.7305,-74.009,B02598
04.12.2014,19,43,40.7336,-73.9901,B02598
04.12.2014,19,43,40.7109,-74.0061,B02598
04.12.2014,19,43,40.7807,-73.956,B02598
04.12.2014,19,43,40.7437,-73.988,B02598
04.12.2014,19,43,40.6294,-74.0225,B02598
04.12.2014,19,43,40.768,-73.9825,B02598
04.12.2014,19,44,40.7367,-73.9281,B02598
04.12.2014,19,44,40.6608,-73.9314,B02598
04.12.2014,19,44,40.6727,-73.975,B02598
04.12.2014,19,44,40.7681,-73.9882,B02598
04.12.2014,19,44,40.7155,-74.008,B02598
04.12.2014,19,44,40.6951,-73.9942,B02598
04.12.2014,19,44,40.686,-73.9888,B02598
04.12.2014,19,45,40.7432,-73.9783,B02598
04.12.2014,19,45,40.711,-74.0061,B02598
04.12.2014,19,45,40.7298,-73.9837,B02598
04.12.2014,19,46,40.6856,-73.9727,B02598
04.12.2014,19,46,40.7443,-73.9918,B02598
04.12.2014,19,46,40.7492,-73.992,B02598
04.12.2014,19,46,40.7299,-73.9786,B02598
04.12.2014,19,46,40.7295,-73.9809,B02598
04.12.2014,19,47,40.6811,-73.9431,B02598
04.12.2014,19,47,40.7427,-73.9923,B02598
04.12.2014,19,47,40.7185,-74.0124,B02598
04.12.2014,19,47,40.6753,-73.9775,B02598
04.12.2014,19,47,40.7777,-73.9887,B02598
04.12.2014,19,47,40.7614,-73.9744,B02598
04.12.2014,19,47,40.7701,-73.9592,B02598
04.12.2014,19,48,40.7112,-73.9674,B02598
04.12.2014,19,48,40.7052,-74.0085,B02598
04.12.2014,19,48,40.7133,-73.9673,B02598
04.12.2014,19,48,40.699,-73.908,B02598
04.12.2014,19,48,40.7229,-73.9835,B02598
04.12.2014,19,48,40.7228,-73.996,B02598
04.12.2014,19,49,40.69,-73.9983,B02598
04.12.2014,19,49,40.7221,-73.9873,B02598
04.12.2014,19,49,40.645,-73.7818,B02598
04.12.2014,19,49,40.8495,-73.7874,B02598
04.12.2014,19,49,40.7271,-73.9841,B02598
04.12.2014,19,49,40.7418,-74.0045,B02598
04.12.2014,19,49,40.736,-73.9858,B02598
04.12.2014,19,49,40.767,-73.9563,B02598
04.12.2014,19,49,40.7649,-73.9868,B02598
04.12.2014,19,50,40.7211,-74.0049,B02598
04.12.2014,19,50,40.7692,-73.9829,B02598
04.12.2014,19,50,40.6743,-73.9496,B02598
04.12.2014,19,50,40.7183,-73.963,B02598
04.12.2014,19,50,40.7854,-73.9839,B02598
04.12.2014,19,51,40.7435,-73.9726,B02598
04.12.2014,19,51,40.7432,-73.9914,B02598
04.12.2014,19,51,40.7443,-73.9803,B02598
04.12.2014,19,51,40.8614,-73.8798,B02598
04.12.2014,19,51,40.7679,-73.9918,B02598
04.12.2014,19,51,40.7147,-74.0092,B02598
04.12.2014,19,51,40.7503,-73.991,B02598
04.12.2014,19,52,40.8178,-73.8567,B02598
04.12.2014,19,52,40.744,-73.9855,B02598
04.12.2014,19,52,40.7298,-73.9896,B02598
04.12.2014,19,52,40.7111,-74.0052,B02598
04.12.2014,19,52,40.7362,-73.985,B02598
04.12.2014,19,52,40.7501,-73.9949,B02598
04.12.2014,19,52,40.7348,-73.997,B02598
04.12.2014,19,52,40.7159,-74.0071,B02598
04.12.2014,19,52,40.7691,-73.9812,B02598
04.12.2014,19,53,40.705,-74.0164,B02598
04.12.2014,19,53,40.7598,-73.9915,B02598
04.12.2014,19,53,40.731,-74.0048,B02598
04.12.2014,19,53,40.7376,-74.0317,B02598
04.12.2014,19,53,40.7186,-74.0041,B02598
04.12.2014,19,54,40.7787,-73.984,B02598
04.12.2014,19,54,40.7842,-73.9777,B02598
04.12.2014,19,54,40.6711,-73.9611,B02598
04.12.2014,19,54,40.8113,-73.9617,B02598
04.12.2014,19,54,40.7686,-73.9822,B02598
04.12.2014,19,54,40.742,-74.0037,B02598
04.12.2014,19,54,40.7697,-73.9485,B02598
04.12.2014,19,54,40.7655,-73.97,B02598
04.12.2014,19,54,40.71,-73.9682,B02598
04.12.2014,19,54,40.71,-73.9682,B02598
04.12.2014,19,54,40.7835,-73.9781,B02598
04.12.2014,19,55,40.763,-73.9682,B02598
04.12.2014,19,55,40.7357,-73.9969,B02598
04.12.2014,19,55,40.7164,-74.0098,B02598
04.12.2014,19,55,40.7221,-73.8448,B02598
04.12.2014,19,55,40.7581,-73.9754,B02598
04.12.2014,19,56,40.7559,-73.9728,B02598
04.12.2014,19,56,40.7591,-73.9943,B02598
04.12.2014,19,56,40.7119,-73.9632,B02598
04.12.2014,19,56,40.7512,-73.9782,B02598
04.12.2014,19,56,40.7543,-73.9945,B02598
04.12.2014,19,56,40.7476,-73.9881,B02598
04.12.2014,19,56,40.6299,-74.0225,B02598
04.12.2014,19,56,40.7206,-73.9546,B02598
04.12.2014,19,57,40.6774,-73.9993,B02598
04.12.2014,19,57,40.7227,-74.0024,B02598
04.12.2014,19,57,40.7156,-73.9901,B02598
04.12.2014,19,57,40.7403,-73.9791,B02598
04.12.2014,19,57,40.7155,-73.9479,B02598
04.12.2014,19,58,40.6759,-73.999,B02598
04.12.2014,19,58,40.7059,-73.8595,B02598
04.12.2014,19,58,40.6764,-73.9634,B02598
04.12.2014,19,58,40.7255,-73.9922,B02598
04.12.2014,19,59,40.742,-74.0008,B02598
04.12.2014,19,59,40.7214,-73.9885,B02598
04.12.2014,19,59,40.6067,-73.9941,B02598
04.12.2014,19,59,40.6752,-73.9753,B02598
04.12.2014,19,59,40.7768,-73.9612,B02598
04.12.2014,19,59,40.7631,-73.9208,B02598
04.12.2014,20,00,40.7244,-74.0014,B02598
04.12.2014,20,00,40.7154,-73.9908,B02598
04.12.2014,20,00,40.7384,-73.9856,B02598
04.12.2014,20,00,40.7272,-74.0002,B02598
04.12.2014,20,00,40.7139,-73.9799,B02598
04.12.2014,20,00,40.6396,-73.958,B02598
04.12.2014,20,00,40.7681,-73.9883,B02598
04.12.2014,20,00,40.761,-73.9753,B02598
04.12.2014,20,00,40.7054,-73.9394,B02598
04.12.2014,20,01,40.721,-74.0054,B02598
04.12.2014,20,01,40.7162,-74.0123,B02598
04.12.2014,20,01,40.7164,-74.0044,B02598
04.12.2014,20,01,40.7275,-73.9442,B02598
04.12.2014,20,02,40.806,-73.965,B02598
04.12.2014,20,02,40.8297,-73.9464,B02598
04.12.2014,20,03,40.7581,-73.9623,B02598
04.12.2014,20,03,40.7727,-73.9025,B02598
04.12.2014,20,03,40.7273,-74.0027,B02598
04.12.2014,20,04,40.6857,-73.9966,B02598
04.12.2014,20,04,40.6863,-73.9499,B02598
04.12.2014,20,04,40.7476,-73.9855,B02598
04.12.2014,20,04,40.7562,-73.9726,B02598
04.12.2014,20,04,40.7234,-73.9912,B02598
04.12.2014,20,04,40.7171,-74.0046,B02598
04.12.2014,20,05,40.7819,-73.9572,B02598
04.12.2014,20,05,40.7483,-73.9746,B02598
04.12.2014,20,05,40.6527,-74.0032,B02598
04.12.2014,20,06,40.7588,-73.9924,B02598
04.12.2014,20,06,40.7534,-73.9667,B02598
04.12.2014,20,07,40.714,-74.0094,B02598
04.12.2014,20,07,40.7228,-74.0046,B02598
04.12.2014,20,07,40.7645,-73.9784,B02598
04.12.2014,20,07,40.7193,-73.9616,B02598
04.12.2014,20,07,40.719,-73.9641,B02598
04.12.2014,20,08,40.7355,-73.9883,B02598
04.12.2014,20,08,40.7127,-74.0093,B02598
04.12.2014,20,08,40.6891,-73.9526,B02598
04.12.2014,20,08,40.9054,-73.9123,B02598
04.12.2014,20,08,40.7441,-74.0366,B02598
04.12.2014,20,08,40.7204,-73.9633,B02598
04.12.2014,20,08,40.7181,-73.996,B02598
04.12.2014,20,08,40.6898,-73.9275,B02598
04.12.2014,20,09,40.7397,-73.9765,B02598
04.12.2014,20,09,40.7572,-73.972,B02598
04.12.2014,20,09,40.7537,-73.9886,B02598
04.12.2014,20,09,40.7319,-74.0093,B02598
04.12.2014,20,10,40.7191,-73.9643,B02598
04.12.2014,20,10,40.761,-73.9976,B02598
04.12.2014,20,10,40.759,-73.9673,B02598
04.12.2014,20,10,40.7537,-73.9677,B02598
04.12.2014,20,10,40.859,-73.8845,B02598
04.12.2014,20,10,40.6607,-73.9924,B02598
04.12.2014,20,11,40.7402,-74.0035,B02598
04.12.2014,20,11,40.7288,-73.9951,B02598
04.12.2014,20,11,40.718,-73.987,B02598
04.12.2014,20,11,40.7615,-73.9821,B02598
04.12.2014,20,11,40.7074,-74.0089,B02598
04.12.2014,20,11,40.7213,-74.032,B02598
04.12.2014,20,11,40.7643,-73.9673,B02598
04.12.2014,20,11,40.6404,-73.9567,B02598
04.12.2014,20,11,40.7095,-74.0179,B02598
04.12.2014,20,12,40.7305,-74.0043,B02598
04.12.2014,20,12,40.6927,-73.9865,B02598
04.12.2014,20,12,40.7212,-74.0003,B02598
04.12.2014,20,12,40.7355,-74.0032,B02598
04.12.2014,20,12,40.718,-73.9575,B02598
04.12.2014,20,12,40.7225,-73.9844,B02598
04.12.2014,20,13,40.6746,-73.9835,B02598
04.12.2014,20,13,40.7213,-74.0053,B02598
04.12.2014,20,13,40.729,-73.9874,B02598
04.12.2014,20,13,40.751,-74.0043,B02598
04.12.2014,20,13,40.7196,-73.9558,B02598
04.12.2014,20,13,40.7539,-73.9978,B02598
04.12.2014,20,13,40.7749,-73.9629,B02598
04.12.2014,20,13,40.7665,-73.9781,B02598
04.12.2014,20,13,40.7317,-73.9894,B02598
04.12.2014,20,14,40.7223,-74.0096,B02598
04.12.2014,20,14,40.7801,-73.9758,B02598
04.12.2014,20,14,40.7041,-74.0101,B02598
04.12.2014,20,15,40.778,-73.9561,B02598
04.12.2014,20,15,40.7643,-73.9783,B02598
04.12.2014,20,15,40.6899,-73.9364,B02598
04.12.2014,20,15,40.7072,-74.0027,B02598
04.12.2014,20,15,40.72,-73.9969,B02598
04.12.2014,20,15,40.6883,-73.9823,B02598
04.12.2014,20,16,40.7631,-73.988,B02598
04.12.2014,20,16,40.7771,-73.9594,B02598
04.12.2014,20,16,40.727,-73.9834,B02598
04.12.2014,20,16,40.7218,-74.0001,B02598
04.12.2014,20,16,40.7483,-73.9568,B02598
04.12.2014,20,16,40.7527,-73.985,B02598
04.12.2014,20,16,40.763,-73.9821,B02598
04.12.2014,20,16,40.7611,-73.9774,B02598
04.12.2014,20,16,40.763,-73.9809,B02598
04.12.2014,20,16,40.7032,-73.9907,B02598
04.12.2014,20,16,40.7708,-73.9478,B02598
04.12.2014,20,17,40.717,-74.008,B02598
04.12.2014,20,17,40.7073,-74.0048,B02598
04.12.2014,20,17,40.7452,-73.986,B02598
04.12.2014,20,17,40.7546,-73.9776,B02598
04.12.2014,20,17,40.6243,-73.9708,B02598
04.12.2014,20,18,40.7768,-73.9553,B02598
04.12.2014,20,18,40.7257,-74.0058,B02598
04.12.2014,20,18,40.7648,-73.9916,B02598
04.12.2014,20,18,40.7168,-74.0124,B02598
04.12.2014,20,18,40.7149,-74.036,B02598
04.12.2014,20,18,40.7246,-73.9372,B02598
04.12.2014,20,19,40.711,-74.0057,B02598
04.12.2014,20,19,40.7724,-73.955,B02598
04.12.2014,20,19,40.6151,-74.0241,B02598
04.12.2014,20,19,40.6874,-73.9738,B02598
04.12.2014,20,19,40.7316,-73.6099,B02598
04.12.2014,20,20,40.8107,-73.962,B02598
04.12.2014,20,20,40.7224,-73.9871,B02598
04.12.2014,20,20,40.7154,-74.0112,B02598
04.12.2014,20,20,40.7328,-73.99,B02598
04.12.2014,20,20,40.6427,-73.7896,B02598
04.12.2014,20,21,40.7259,-73.9896,B02598
04.12.2014,20,21,40.6841,-73.9995,B02598
04.12.2014,20,21,40.7588,-73.9731,B02598
04.12.2014,20,21,40.7607,-73.9991,B02598
04.12.2014,20,21,40.7345,-74.0023,B02598
04.12.2014,20,21,40.7284,-73.9997,B02598
04.12.2014,20,21,40.7222,-73.9839,B02598
04.12.2014,20,21,40.7163,-73.9615,B02598
04.12.2014,20,21,40.7636,-73.9578,B02598
04.12.2014,20,21,40.7636,-73.9578,B02598
04.12.2014,20,22,40.7312,-74.008,B02598
04.12.2014,20,22,40.7453,-73.9716,B02598
04.12.2014,20,22,40.7758,-73.9527,B02598
04.12.2014,20,22,40.7425,-73.9805,B02598
04.12.2014,20,23,40.7405,-73.9891,B02598
04.12.2014,20,23,40.7433,-73.957,B02598
04.12.2014,20,23,40.7282,-74.002,B02598
04.12.2014,20,23,40.7157,-73.9578,B02598
04.12.2014,20,23,40.7256,-74.0056,B02598
04.12.2014,20,23,40.7166,-74.0165,B02598
04.12.2014,20,23,40.7369,-73.9918,B02598
04.12.2014,20,23,40.7077,-74.0099,B02598
04.12.2014,20,24,40.6827,-73.9042,B02598
04.12.2014,20,24,40.7198,-74.0004,B02598
04.12.2014,20,24,40.7334,-73.9582,B02598
04.12.2014,20,24,40.7072,-74.0014,B02598
04.12.2014,20,24,40.7076,-74.0102,B02598
04.12.2014,20,24,40.7175,-73.9906,B02598
04.12.2014,20,24,40.7627,-73.9654,B02598
04.12.2014,20,24,40.7592,-73.9421,B02598
04.12.2014,20,24,40.7073,-74.0073,B02598
04.12.2014,20,24,40.7237,-74.011,B02598
04.12.2014,20,25,40.7617,-73.965,B02598
04.12.2014,20,25,40.7148,-74.0161,B02598
04.12.2014,20,25,40.743,-73.995,B02598
04.12.2014,20,25,40.7302,-73.9546,B02598
04.12.2014,20,25,40.75,-74.0272,B02598
04.12.2014,20,25,40.717,-73.9981,B02598
04.12.2014,20,25,40.7183,-73.9959,B02598
04.12.2014,20,25,40.7554,-73.9696,B02598
04.12.2014,20,26,40.7661,-73.9815,B02598
04.12.2014,20,26,40.7927,-73.964,B02598
04.12.2014,20,26,40.7321,-73.9913,B02598
04.12.2014,20,26,40.7209,-73.994,B02598
04.12.2014,20,26,40.7209,-73.994,B02598
04.12.2014,20,27,40.6757,-74.017,B02598
04.12.2014,20,27,40.679,-74.0109,B02598
04.12.2014,20,27,40.86,-73.8849,B02598
04.12.2014,20,27,40.7185,-73.9434,B02598
04.12.2014,20,27,40.6933,-73.9996,B02598
04.12.2014,20,27,40.8167,-73.8919,B02598
04.12.2014,20,28,40.7436,-74.0071,B02598
04.12.2014,20,28,40.748,-73.9914,B02598
04.12.2014,20,28,40.7302,-74.0003,B02598
04.12.2014,20,28,40.7177,-73.9838,B02598
04.12.2014,20,28,40.7081,-74.006,B02598
04.12.2014,20,28,40.7366,-74.034,B02598
04.12.2014,20,28,40.7237,-74.0003,B02598
04.12.2014,20,29,40.7393,-74.0012,B02598
04.12.2014,20,29,40.7327,-73.9973,B02598
04.12.2014,20,29,40.7978,-73.8231,B02598
04.12.2014,20,29,40.7652,-73.9713,B02598
04.12.2014,20,30,40.7321,-73.9852,B02598
04.12.2014,20,30,40.7216,-74.0012,B02598
04.12.2014,20,30,40.6484,-73.7832,B02598
04.12.2014,20,30,40.7747,-73.9913,B02598
04.12.2014,20,30,40.7365,-74.002,B02598
04.12.2014,20,30,40.7747,-73.9541,B02598
04.12.2014,20,30,40.6449,-73.7822,B02598
04.12.2014,20,31,40.7093,-74.0019,B02598
04.12.2014,20,31,40.732,-73.9881,B02598
04.12.2014,20,31,40.7139,-73.9977,B02598
04.12.2014,20,31,40.7601,-73.9904,B02598
04.12.2014,20,32,40.7225,-74.004,B02598
